,Dataset,Algorithm,ARI,NMI,NCA,Silhouette,Silhouette_W,Calinski_Harabasz,G_Dunn,Neg_Davies_Bouldin,Neg_WCSS,Battery,median_internal,median_reference
0,a1,K-means,0.8908409214389219,0.9462195048619315,0.9077192982456141,0.5495203876297445,0.5474364043853595,10905.20489289396,0.03441410415943109,-0.63990624850409,-64.22207454115157,sipu,0.2909252542723953,0.9077192982456141
1,a1,GMM,0.8798355020142081,0.9424230498652013,0.9031578947368422,0.545171552705581,0.5472767777826905,10444.250648254909,0.04062503259362674,-0.6447381562464141,-67.01456382009361,sipu,0.2928982926496039,0.9031578947368422
2,a1,Genie_g0.1,0.9371177919813078,0.9587156246661399,0.9666666666666667,0.5858282815574627,0.5866484226105098,13331.892005971793,0.3790520602603094,-0.54038748104989,-52.66821934770316,sipu,0.482440170908886,0.9587156246661399
3,a1,Genie_g0.3,0.8988358642156503,0.95220044398385,0.911578947368421,0.5637892987055583,0.569258174445313,11325.882021691481,0.2589612187780953,-0.575522806238552,-61.869256723298335,sipu,0.4113752587418268,0.911578947368421
4,a1,Genie_g0.5,0.8341775122002676,0.9373440067413247,0.8400000000000001,0.48125819984122065,0.5593909789273703,8538.239593479397,0.30146538031372755,-0.6113913997054181,-81.70453498971807,sipu,0.39136179007747407,0.8400000000000001
5,a1,Genie_g0.7,0.584753915246741,0.8650725592193046,0.5764912280701754,0.14635087440858582,0.4669384292128974,3347.135167130341,0.2514918015691937,-0.8892390740131934,-202.74891977483887,sipu,0.19892133798888978,0.584753915246741
6,a1,Genie_g0.9,0.44357102283866345,0.7872199393365449,0.3712280701754387,0.013509014673356157,0.34063625223211447,1570.179111907685,0.29315772836790754,-inf,-411.3600920648625,sipu,0.15333337152063184,0.44357102283866345
7,a1,Agg_single,0.44357102283866345,0.7872199393365449,0.3712280701754387,0.013509014673356157,0.34063625223211447,1570.1791119076845,0.29315772836790754,-inf,-411.3600920648625,sipu,0.15333337152063184,0.44357102283866345
8,a1,Agg_average,0.9250943103206616,0.9517509924404961,0.96,0.5819635427761713,0.5828590385145253,13137.09606408498,0.33918274153167394,-0.5417182570788566,-53.439966234490434,sipu,0.46057314215392264,0.9517509924404961
9,a1,Agg_complete,0.9162284295009431,0.9505520058547478,0.955438596491228,0.5756871610743265,0.5809961234927524,12809.890145547828,0.1813311083574738,-0.5566349570596245,-54.78848434222397,sipu,0.37850913471590014,0.9505520058547478
10,a1,Agg_ward,0.9141553020400474,0.9473098744839792,0.9543859649122807,0.5762024846367756,0.5803216333234404,12870.148120379605,0.23284964195756414,-0.5496337667135175,-54.53505334600917,sipu,0.4045260632971699,0.9473098744839792
11,a1,SC,0.8114310481580714,0.901356486129093,0.8589473684210528,0.5116926768805555,0.5219613888444484,9077.310102066233,0.0509269300623604,-0.6501602636959644,-76.93479498090615,sipu,0.28130980347145795,0.8589473684210528
12,a2,K-means,0.9270026619985337,0.9660461522042402,0.9429411764705883,0.5783033177313692,0.5744002856900708,16482.207778780485,0.02434385877601398,-0.5782665354601559,-85.16424019336925,sipu,0.2993720722330424,0.9429411764705883
